0 0.000117929 0
1000 0.00167585 0.00110162
2000 0.000877276 0.000982095
3000 0.00117094 0.000779242
4000 0.00101122 0.000639554
5000 0.001275 0.000584833
6000 0.00131119 0.000502404
7000 0.000843709 0.000620056
8000 0.000114216 0.000881368
9000 -6.95398e-05 0.000812161
10000 0.000221926 0.000788897
11000 0.000267266 0.000724457
12000 0.000410785 0.000682797
13000 0.000326276 0.000639234
14000 0.000608179 0.00065584
15000 0.000579822 0.000615462
16000 0.000482276 0.000586938
17000 0.000470448 0.000554449
18000 0.000608619 0.000542211
19000 0.000468479 0.000532903
20000 0.000266467 0.000544471
21000 -1.81966e-05 0.000589459
22000 6.14199e-05 0.000569181
23000 7.34806e-05 0.000545593
24000 0.000140604 0.000527882
25000 0.000188795 0.000509774
26000 0.000198091 0.000490979
27000 0.000272437 0.000479039
28000 0.000254157 0.000462869
29000 0.000164957 0.000455954
30000 0.000154474 0.000441367
31000 0.000237717 0.000435353
32000 0.000142097 0.000432534
33000 0.000170095 0.000420718
34000 0.000269493 0.000420275
35000 0.000193159 0.000415475
36000 0.000161613 0.000405442
37000 0.000129064 0.000396077
38000 9.92689e-05 0.00038704
39000 0.000138291 0.000379326
40000 7.76089e-05 0.000374897
41000 6.35368e-05 0.000366234
42000 8.03621e-05 0.000358104
43000 0.000137245 0.000354454
44000 0.000153236 0.000346938
45000 6.31103e-05 0.000350906
46000 1.95288e-05 0.000346136
47000 9.593e-05 0.000347254
48000 0.000122525 0.000341184
49000 0.000145618 0.000335141
50000 0.000128666 0.000328998
51000 0.000192942 0.00032889
52000 0.000208209 0.000323039
53000 0.000229351 0.000317748
54000 0.000251345 0.000312731
55000 0.000277564 0.000308244
56000 0.000356805 0.000312855
57000 0.000382151 0.000308486
58000 0.000436427 0.000307996
59000 0.000417643 0.000303435
60000 0.000376464 0.000301242
61000 0.000409167 0.000298153
62000 0.000408014 0.000293422
63000 0.000438588 0.000290426
64000 0.000381524 0.00029151
65000 0.00035151 0.000288634
66000 0.000367872 0.00028479
67000 0.000368404 0.000280602
68000 0.000415064 0.000280388
69000 0.000428629 0.000276711
70000 0.000444902 0.000273291
71000 0.000435374 0.000269662
72000 0.00040545 0.000267623
73000 0.000426164 0.000264807
74000 0.000412944 0.000261606
75000 0.000398652 0.000258554
76000 0.000388102 0.000255411
77000 0.000389878 0.000252143
78000 0.000365158 0.00025016
79000 0.000359906 0.000247088
80000 0.00034538 0.000244464
81000 0.000280898 0.000249842
82000 0.000277542 0.000246855
83000 0.000280322 0.000243932
84000 0.000266492 0.000241454
85000 0.00030066 0.000241051
86000 0.000279911 0.000239172
87000 0.000306568 0.000237935
88000 0.000294572 0.000235564
89000 0.000288731 0.000233019
90000 0.000320095 0.000232559
91000 0.000268717 0.000235639
92000 0.000264595 0.000233141
93000 0.000257464 0.00023077
94000 0.000228386 0.000230165
95000 0.000228136 0.000227768
96000 0.000244092 0.000225978
97000 0.000211268 0.000226043
98000 0.000201953 0.000223952
99000 0.000207252 0.000221775
