1 90.4837 0
2 90.4837 0
3 90.4837 9.53674e-07
4 90.4837 0
5 90.4837 0
6 90.4837 -nan
7 90.4837 -nan
8 90.4837 -nan
9 90.4837 -nan
10 90.4837 -nan
11 90.4837 -nan
12 90.4837 -nan
13 90.4837 -nan
14 90.4837 -nan
15 90.4837 -nan
16 90.4837 -nan
17 90.4837 -nan
18 90.4837 -nan
19 90.4837 -nan
20 90.4837 -nan
21 90.4837 -nan
22 90.4837 -nan
23 90.4837 -nan
24 90.4837 -nan
25 90.4837 1.94668e-07
26 90.4837 1.90735e-07
27 90.4837 3.74062e-07
28 90.4837 3.67069e-07
29 90.4837 4.76837e-07
30 90.4837 4.68544e-07
31 90.4837 5.50604e-07
32 90.4837 5.41651e-07
33 90.4837 5.3312e-07
34 90.4837 5.75087e-07
35 90.4837 5.42447e-07
36 90.4837 5.0976e-07
37 90.4837 5.0263e-07
38 90.4837 5.43113e-07
39 90.4837 5.13103e-07
40 90.4837 5.06482e-07
41 90.4837 4.76837e-07
42 90.4837 4.93974e-07
43 90.4837 4.88058e-07
44 90.4837 4.59903e-07
45 90.4837 4.54646e-07
46 90.4837 4.26496e-07
47 90.4837 3.72023e-07
48 90.4837 3.40743e-07
49 90.4837 2.38419e-07
50 90.4837 1.92671e-07
51 90.4837 -nan
52 90.4837 -nan
53 90.4837 -nan
54 90.4837 -nan
55 90.4837 -nan
56 90.4837 -nan
57 90.4837 -nan
58 90.4837 -nan
59 90.4837 -nan
60 90.4837 -nan
61 90.4837 -nan
62 90.4837 -nan
63 90.4837 -nan
64 90.4837 -nan
65 90.4837 -nan
66 90.4837 -nan
67 90.4837 -nan
68 90.4837 -nan
69 90.4837 -nan
70 90.4837 -nan
71 90.4837 -nan
72 90.4837 -nan
73 90.4837 -nan
74 90.4837 -nan
75 90.4837 -nan
76 90.4837 -nan
77 90.4837 -nan
78 90.4837 -nan
79 90.4837 -nan
80 90.4837 -nan
81 90.4837 -nan
82 90.4837 -nan
83 90.4837 -nan
84 90.4837 -nan
85 90.4837 -nan
86 90.4837 -nan
87 90.4837 -nan
88 90.4837 -nan
89 90.4837 -nan
90 90.4837 -nan
91 90.4837 -nan
92 90.4837 -nan
93 90.4837 -nan
94 90.4837 -nan
95 90.4837 -nan
96 90.4837 -nan
97 90.4837 -nan
98 90.4837 -nan
99 90.4837 -nan
100 90.4837 -nan
