1 1.54716 0
2 1.53377 0.0133856
3 1.54022 0.0100661
4 1.51682 0.0244579
5 1.51403 0.0191498
6 1.50841 0.0166158
7 1.50794 0.0140507
8 1.49946 0.0148309
9 1.50952 0.0165035
10 1.51454 0.0155915
11 1.51517 0.0141167
12 1.51488 0.01289
13 1.51733 0.0121085
14 1.51741 0.0112106
15 1.51347 0.0111539
16 1.5121 0.0105237
17 1.50916 0.0103122
18 1.51506 0.0113728
19 1.5113 0.0113968
20 1.51172 0.0108201
21 1.51036 0.0103817
22 1.51157 0.0099726
23 1.50991 0.00967263
24 1.51032 0.00927018
25 1.50745 0.00934577
26 1.50781 0.00898665
27 1.50724 0.00866659
28 1.50415 0.00890539
29 1.50048 0.00934161
30 1.50297 0.00936208
31 1.50377 0.0090902
32 1.50274 0.0088616
33 1.50355 0.00862673
34 1.50316 0.0083779
35 1.50429 0.0082127
36 1.50471 0.00799249
37 1.50435 0.00778219
38 1.504 0.00758271
39 1.50415 0.00738724
40 1.50362 0.00721913
41 1.50282 0.00708634
42 1.50318 0.00692501
43 1.50048 0.00728382
44 1.49915 0.0072395
45 1.49814 0.00714854
46 1.4998 0.00718618
47 1.49988 0.00703215
48 1.49827 0.00707158
49 1.49786 0.00693755
50 1.49856 0.00683324
51 1.49841 0.00669971
52 1.49877 0.00657952
53 1.49921 0.00646946
54 1.49748 0.00658071
55 1.49762 0.00646148
56 1.49707 0.0063689
57 1.49822 0.00636133
58 1.49791 0.0062585
59 1.49931 0.00630911
60 1.49896 0.00621304
61 1.49908 0.00611162
62 1.49963 0.00603732
63 1.50081 0.00605555
64 1.5017 0.00602765
65 1.50234 0.00596761
66 1.50372 0.00603854
67 1.50399 0.00595355
68 1.50338 0.0058972
69 1.50307 0.00581899
70 1.50398 0.00580722
71 1.50429 0.00573303
72 1.50481 0.00567633
73 1.50432 0.00561884
74 1.50439 0.00554283
75 1.50578 0.00564226
76 1.50567 0.00556869
77 1.50667 0.00558702
78 1.50622 0.00553395
79 1.50695 0.0055132
80 1.50745 0.00546616
81 1.50691 0.00542468
82 1.5079 0.00544739
83 1.5083 0.00539648
84 1.50838 0.00533252
85 1.50834 0.00526961
86 1.50877 0.00522583
87 1.50855 0.00516991
88 1.50787 0.00515565
89 1.5082 0.00510773
90 1.50826 0.00505098
91 1.50784 0.00501252
92 1.50795 0.00495888
93 1.50896 0.00500879
94 1.50898 0.00495525
95 1.50827 0.00495258
96 1.509 0.00495416
97 1.50937 0.00491677
98 1.50904 0.00487749
99 1.50895 0.00482893
100 1.50877 0.00478362
